"time_period","time_identifier","geographic_level","country_code","country_name","group","stem","pathway","top_10_subjects","percentage","all_occupations_percentage"
2019,"Calendar year","National","E92000001","England","Programmers and software development professionals","STEM","Higher Education","Mathematical sciences",0.0544376789386669,0.00830493046253149
2019,"Calendar year","National","E92000001","England","Programmers and software development professionals","STEM","Higher Education","Physical sciences",0.0557683777571676,0.0177797014724669
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","Not STEM","Higher Education","Business & administrative studies",0.0387513972859598,0.0525235455057952
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","Not STEM","Higher Education","Creative arts & design",0.0292438429270286,0.0440951336702026
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Apprenticeship","Engineering and Manufacturing Technologies",0.0588963544358571,0.0287368954584715
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Apprenticeship","Information and Communication Technology (ICT)",0.0276452275923411,0.00730544249000512
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Further Education","Engineering and Manufacturing Technologies",0.046876690265274,0.0257306735488676
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Further Education","Information and Communication Technology (ICT)",0.0240393283411661,0.0223688770047944
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Higher Education","Biological sciences",0.0423572965371348,0.0398495725346394
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Higher Education","Computer science",0.191112660312271,0.0174406125710503
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Higher Education","Engineering & technology",0.183900861809921,0.0204116002668749
2019,"Calendar year","National","E92000001","England","Quantum SOC2010","STEM","Higher Education","Physical sciences",0.0674062766686299,0.0177797014724669
2019,"Calendar year","National","E92000001","England","STEM SOC2010","Not STEM","Apprenticeship","Business, Administration, Finance and Law",0.0328129630861726,0.0303208188301982
2019,"Calendar year","National","E92000001","England","STEM SOC2010","Not STEM","Higher Education","Business & administrative studies",0.0715216747010542,0.0525235455057952
2019,"Calendar year","National","E92000001","England","STEM SOC2010","Not STEM","Higher Education","Social studies",0.0453937857993964,0.0403877832313588
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Apprenticeship","Engineering and Manufacturing Technologies",0.0942049585377213,0.0287368954584715
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Further Education","Construction, Planning and the Built Environment",0.0353835638809419,0.0200738043641291
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Further Education","Engineering and Manufacturing Technologies",0.0579141237880373,0.0257306735488676
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Higher Education","Biological sciences",0.0426250975316184,0.0398495725346394
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Higher Education","Computer science",0.0492784172357271,0.0174406125710503
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Higher Education","Engineering & technology",0.0663698882847137,0.0204116002668749
2019,"Calendar year","National","E92000001","England","STEM SOC2010","STEM","Higher Education","Physical sciences",0.0388190962372453,0.0177797014724669
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","Not STEM","Further Education","Arts, Media and Publishing",0.0280759923526345,0.0414729323658255
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","Not STEM","Further Education","Leisure, Travel and Tourism",0.0254020883190502,0.0345877144438296
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","Not STEM","Higher Education","Business & administrative studies",0.0275144725055818,0.0525235455057952
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","Not STEM","Higher Education","Creative arts & design",0.041886706686097,0.0440951336702026
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Apprenticeship","Engineering and Manufacturing Technologies",0.122999585544875,0.0287368954584715
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Further Education","Construction, Planning and the Built Environment",0.0254020883190502,0.0200738043641291
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Further Education","Engineering and Manufacturing Technologies",0.0815540730243191,0.0257306735488676
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Higher Education","Biological sciences",0.0546947070069655,0.0398495725346394
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Higher Education","Computer science",0.0327553244114069,0.0174406125710503
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Higher Education","Engineering & technology",0.177587336390497,0.0204116002668749
2019,"Calendar year","National","E92000001","England","Semiconductors SOC2010","STEM","Higher Education","Physical sciences",0.0435578967070872,0.0177797014724669
