"year","area","geographic_level","22  all ","25  economically active ","Employment","31  employees ","34  self employed ","37  unemployed ","40  inactive ","empRate","Year"
"2019","Essex, Southend-on-Sea and Thurrock","LSIP",1115300,893700,864300,721100,141700,25800,221600,0.774948444364745,19
"2019","Gloucestershire","LSIP",378800,321200,310200,260800,49100,9400,57600,0.818901795142555,19
"2019","Greater Lincolnshire","LSIP",660000,515000,495000,430800,62700,19400,144900,0.75,19
"2019","Greater London","LSIP",6069500,4739400,4521600,3700300,800700,218300,1328400,0.744970755416426,19
"2019","Greater Manchester","LSIP",1785000,1367500,1297600,1121300,171700,69700,417500,0.726946778711485,19
"2019","Heart of the South-West","LSIP",1011800,829500,802500,671600,127300,22200,182100,0.79314093694406,19
"2019","Hertfordshire","LSIP",744500,610100,588400,489000,96400,20800,134300,0.790329079919409,19
"2019","Hull and East Yorkshire","LSIP",362000,288000,272500,239000,32300,15500,73900,0.752762430939227,19
"2019","Kent and Medway","LSIP",1118400,909300,874700,731500,139800,31700,209200,0.782099427753934,19
"2019","Lancashire","LSIP",895500,699100,675000,580200,93200,19300,196600,0.753768844221106,19
"2019","Leicester and Leicestershire","LSIP",659900,529700,508900,445300,61800,18200,130300,0.771177451128959,19
"2019","Liverpool City Region","LSIP",966600,735000,704400,620800,82200,30700,231600,0.728739913097455,19
"2019","Norfolk and Suffolk ","LSIP",961700,774800,748600,649200,97300,23600,187000,0.778413226577935,19
"2019","North East","LSIP",717200,540900,507000,448800,57700,33900,176100,0.7069157836029,19
"2019","North of Tyne","LSIP",510600,385400,366200,316200,48200,19100,125300,0.717195456325891,19
"2019","Oxfordshire","LSIP",420200,354300,350500,299100,50800,1100,65800,0.834126606377915,19
"2019","Solent","LSIP",769500,606400,582700,505400,75900,21000,163200,0.757244964262508,19
"2019","South East Midlands","LSIP",1050500,855600,827600,713700,112300,28000,195000,0.787815326035221,19
"2019","South Yorkshire","LSIP",881400,679000,642900,570000,70200,36100,202500,0.729407760381212,19
"2019","Stoke-on-Trent and Staffordshire","LSIP",683000,548700,529700,464000,64700,15100,134500,0.775549048316252,19
"2019","Swindon and Wiltshire","LSIP",430300,349400,340900,288700,50800,8600,80900,0.792237973506856,19
"2019","Tees Valley","LSIP",409400,300800,281200,248900,31600,19600,108600,0.68685881778212,19
"2019","Thames Valley Berkshire","LSIP",572900,474900,461500,396800,63200,13400,98100,0.805550706929656,19
"2019","The Marches","LSIP",401500,332500,322200,264800,54700,10300,68900,0.802490660024907,19
"2019","West Midlands and Warwickshire","LSIP",2177400,1643100,1544700,1350800,191300,97100,534100,0.709424083769634,19
"2019","West of England and North Somerset","LSIP",737400,604100,580900,496100,83400,23200,133300,0.787767832926499,19
"2019","West Yorkshire","LSIP",1451900,1100100,1050100,904400,140900,50200,351700,0.723259177629313,19
"2019","Worcestershire","LSIP",349100,282100,272200,233900,38300,9800,67000,0.779719278143798,19
"2019","York and North Yorkshire","LSIP",486600,393300,385300,326200,57600,6100,93100,0.791820797369503,19
"2020","Brighton and Hove, East Sussex, West Sussex","LSIP",1029200,838000,797800,673000,119700,38100,191600,0.775165176836378,20
"2020","Buckinghamshire ","LSIP",326500,263600,253500,216600,35400,10100,62900,0.776416539050536,20
"2020","Cambridgeshire and Peterborough","LSIP",531300,423300,405700,356000,49300,17700,108100,0.763598720120459,20
"2020","Cheshire and Warrington","LSIP",557100,458100,440700,388400,51600,17500,99000,0.79106085083468,20
"2020","Cornwall and the Isles of Scilly","LSIP",326600,257200,246800,193400,53100,10500,69400,0.755664421310472,20
"2020","Cumbria","LSIP",289600,232500,223200,184300,38400,6800,57100,0.770718232044199,20
"2020","Derbyshire and Nottinghamshire","LSIP",1367500,1080500,1023400,894600,126000,49900,287100,0.748372943327239,20
"2020","Dorset","LSIP",892200,723100,693500,592500,98000,28300,169000,0.777292086976014,20
"2020","Enterprise M3 LEP (including all of Surrey)","LSIP",722800,609500,583900,503400,76000,24000,113500,0.807830658550083,20
"2020","Essex, Southend-on-Sea and Thurrock","LSIP",1118800,883300,850600,721600,125900,24300,235300,0.760278870218091,20
"2020","Gloucestershire","LSIP",378900,312000,299300,261500,36100,12100,66900,0.789918184217472,20
"2020","Greater Lincolnshire","LSIP",658600,502000,472900,405000,66700,27600,156500,0.718038262982083,20
"2020","Greater London","LSIP",6106000,4878000,4582400,3851200,711200,295700,1227800,0.750474942679332,20
"2020","Greater Manchester","LSIP",1787000,1366300,1290100,1123200,163000,76100,420800,0.721936205931729,20
"2020","Heart of the South-West","LSIP",1011100,816100,783100,663800,115900,26700,195100,0.774503016516665,20
"2020","Hertfordshire","LSIP",746800,610100,590100,507300,81100,17400,136800,0.790171397964649,20
"2020","Hull and East Yorkshire","LSIP",360400,280600,267300,232500,34100,13300,79800,0.741675915649279,20
"2020","Kent and Medway","LSIP",1122500,914100,876200,735800,138700,33800,208300,0.780579064587973,20
"2020","Lancashire","LSIP",892100,689800,666000,574800,90500,19000,202500,0.746553077009304,20
"2020","Leicester and Leicestershire","LSIP",658200,529800,507000,446800,57900,20900,128600,0.77028258887876,20
"2020","Liverpool City Region","LSIP",964300,727800,701500,639200,60100,26300,236300,0.727470704137717,20
"2020","Norfolk and Suffolk ","LSIP",961800,774400,735100,635500,98200,37000,187300,0.764296111457684,20
"2020","North East","LSIP",713900,546400,508100,450700,56500,38300,167400,0.711724331138815,20
"2020","North of Tyne","LSIP",508300,395000,370800,332500,37100,24100,113500,0.729490458390714,20
"2020","Oxfordshire","LSIP",424700,350100,338600,299000,39500,10000,74600,0.797268660230751,20
"2020","Solent","LSIP",767000,606600,579800,507300,71100,26700,160400,0.75593220338983,20
"2020","South East Midlands","LSIP",1057300,873800,838600,736700,99500,35200,183700,0.79315236924241,20
"2020","South Yorkshire","LSIP",881000,669900,633200,561800,69700,36700,211100,0.718728717366629,20
"2020","Stoke-on-Trent and Staffordshire","LSIP",681800,550400,524100,464900,58700,25200,131400,0.768700498679965,20
"2020","Swindon and Wiltshire","LSIP",432300,349300,339200,285700,52900,10100,83000,0.784640296090678,20
"2020","Tees Valley","LSIP",407700,304100,285900,253800,30500,18200,103600,0.701250919793966,20
"2020","Thames Valley Berkshire","LSIP",570400,466300,446600,391900,53500,19600,104200,0.782959326788219,20
"2020","The Marches","LSIP",401700,322100,307700,257500,49900,14300,79600,0.765994523276077,20
"2020","West Midlands and Warwickshire","LSIP",2182800,1658500,1554800,1363600,188400,103200,524300,0.712296133406634,20
"2020","West of England and North Somerset","LSIP",745200,621800,594900,521900,71100,26800,123500,0.798309178743961,20
"2020","West Yorkshire","LSIP",1451400,1139800,1086400,960100,125100,53300,311700,0.748518671627394,20
"2020","Worcestershire","LSIP",350100,282700,272400,235400,36200,7800,67500,0.778063410454156,20
"2020","York and North Yorkshire","LSIP",484600,383200,374400,316600,56300,7300,101300,0.772595955427156,20
"2021","Brighton and Hove, East Sussex, West Sussex","LSIP",1029100,835400,803400,680300,120800,31900,193700,0.780682149450977,21
"2021","Buckinghamshire ","LSIP",327600,264600,254300,213400,39500,10400,63000,0.776251526251526,21
"2021","Cambridgeshire and Peterborough","LSIP",524300,425300,410500,371400,39200,14800,99000,0.78294869349609,21
"2021","Cheshire and Warrington","LSIP",553900,430900,418000,367600,48600,12900,123100,0.754648853583679,21
"2021","Cornwall and the Isles of Scilly","LSIP",324600,250100,239900,195700,44100,10200,74500,0.739063462723352,21
"2021","Cumbria","LSIP",284200,221900,215200,187000,27500,5300,62300,0.757213230119634,21
"2021","Derbyshire and Nottinghamshire","LSIP",1362600,1049000,1006100,895500,107300,39100,313500,0.73836782621459,21
"2021","Dorset","LSIP",889400,734200,703500,604500,97100,29400,155200,0.79098268495615,21
"2021","Enterprise M3 LEP (including all of Surrey)","LSIP",724100,595500,578700,502800,72200,12300,128900,0.799199005662201,21
"2021","Essex, Southend-on-Sea and Thurrock","LSIP",1119700,910600,875200,760300,112700,32500,208900,0.781637938733589,21
"2021","Gloucestershire","LSIP",378200,307500,296200,257900,37300,10000,70300,0.783183500793231,21
"2021","Greater Lincolnshire","LSIP",654500,496900,480100,419700,56700,13700,157800,0.73353705118411,21
"2021","Greater London","LSIP",6117600,4854800,4575500,3878100,678400,279100,1263000,0.747924022492481,21
"2021","Greater Manchester","LSIP",1785000,1347300,1278200,1122100,150200,69200,437800,0.716078431372549,21
"2021","Heart of the South-West","LSIP",1011800,790400,768800,645000,123900,17900,221200,0.75983395928049,21
"2021","Hertfordshire","LSIP",746900,619200,592200,506800,82200,26900,127800,0.792877225866917,21
"2021","Hull and East Yorkshire","LSIP",359600,279800,267600,241900,25600,12300,79700,0.744160177975528,21
"2021","Kent and Medway","LSIP",1123200,882000,843200,706200,126700,29400,241100,0.750712250712251,21
"2021","Lancashire","LSIP",887800,678800,642000,572000,67300,33700,209000,0.723135841405722,21
"2021","Leicester and Leicestershire","LSIP",654000,509600,479000,427200,50200,29700,144200,0.732415902140673,21
"2021","Liverpool City Region","LSIP",957900,738800,704700,637100,66500,34200,219100,0.735671782023176,21
"2021","Norfolk and Suffolk ","LSIP",959300,772000,743000,638700,101900,26500,187300,0.774523089752945,21
"2021","North East","LSIP",712000,529800,502800,445000,56000,26900,182300,0.706179775280899,21
"2021","North of Tyne","LSIP",502100,378200,352200,318200,33000,25900,124100,0.701453893646684,21
"2021","Oxfordshire","LSIP",418200,331400,322100,282300,39700,6400,86700,0.770205643232903,21
"2021","Solent","LSIP",762900,601200,572800,507700,63800,27900,161600,0.750819242364661,21
"2021","South East Midlands","LSIP",1062100,847900,815100,712500,101800,33000,214200,0.767441860465116,21
"2021","South Yorkshire","LSIP",878700,673300,636500,571000,63300,36900,205300,0.724365540002276,21
"2021","Stoke-on-Trent and Staffordshire","LSIP",678000,543000,523200,457800,62600,18200,135100,0.771681415929204,21
"2021","Swindon and Wiltshire","LSIP",430700,353600,341400,301400,37900,12200,77100,0.792663106570699,21
"2021","Tees Valley","LSIP",404700,301600,280900,249600,31200,20600,103300,0.694094390906845,21
"2021","Thames Valley Berkshire","LSIP",570700,470200,448800,388300,58800,21300,100600,0.78640266339583,21
"2021","The Marches","LSIP",400300,311700,301700,250600,49700,10000,88600,0.753684736447664,21
"2021","West Midlands and Warwickshire","LSIP",2186600,1666700,1560600,1401400,157800,103700,520300,0.713710783865362,21
"2021","West of England and North Somerset","LSIP",741100,606700,590300,527000,61900,16200,134300,0.796518688436109,21
"2021","West Yorkshire","LSIP",1446500,1112500,1057000,940600,114900,55400,334100,0.730729346698928,21
"2021","Worcestershire","LSIP",345700,281600,273000,240600,32300,7600,64200,0.789702053803876,21
"2021","York and North Yorkshire","LSIP",481100,390700,381200,326200,53900,7300,90500,0.792350862606527,21
