"year","area","geographic_level","22  all ","25  economically active ","Employment","31  employees ","34  self employed ","37  unemployed ","40  inactive ","empRate","Year"
"2020","Cumbria","LSIP",288200,237400,229700,190000,39500,7100,51100,0.797015961138099,20
"2020","Derbyshire and Nottinghamshire","LSIP",1365500,1074800,1028700,885100,138500,39100,290800,0.753350421091175,20
"2020","Dorset","LSIP",893700,730700,705100,601900,101700,24800,163100,0.788967214949088,20
"2020","Enterprise M3 LEP (including all of Surrey)","LSIP",723300,604700,587600,495700,89200,11000,118700,0.812387667634453,20
"2020","Essex, Southend-on-Sea and Thurrock","LSIP",1117200,890800,859900,724600,132800,26100,226300,0.76969208736126,20
"2020","Gloucestershire","LSIP",379100,319200,310400,267400,41800,7100,59600,0.818781324188868,20
"2020","Greater Lincolnshire","LSIP",659100,504900,479300,407700,71000,22700,154400,0.727203762706721,20
"2020","Greater London","LSIP",6090000,4805500,4581700,3791400,767700,223300,1283900,0.752331691297209,20
"2020","Greater Manchester","LSIP",1786400,1371000,1301800,1120500,176900,69200,415500,0.728728168383341,20
"2020","Heart of the South-West","LSIP",1010200,822300,792300,655400,132800,27400,187900,0.784300138586419,20
"2020","Hertfordshire","LSIP",745700,617000,592300,501900,88700,21600,128700,0.794287246882124,20
"2020","Hull and East Yorkshire","LSIP",361400,289000,278000,241700,34900,11000,72400,0.769230769230769,20
"2020","Kent and Medway","LSIP",1120900,908500,870900,728900,139800,33900,212300,0.776964938888393,20
"2020","Lancashire","LSIP",894000,699900,679400,577800,101000,14500,194200,0.759955257270693,20
"2020","Leicester and Leicestershire","LSIP",661400,536900,516200,458700,56400,19000,124600,0.780465678863018,20
"2020","Liverpool City Region","LSIP",965000,734100,706800,632300,72900,27400,231000,0.732435233160622,20
"2020","Norfolk and Suffolk ","LSIP",962000,783100,755000,650700,103500,25500,179000,0.784823284823285,20
"2020","North East","LSIP",715500,546700,515000,454000,60200,31800,168800,0.719776380153739,20
"2020","North of Tyne","LSIP",509800,386800,366300,322600,41500,20600,123000,0.718517065515889,20
"2020","Oxfordshire","LSIP",423700,359100,349500,297600,51500,8200,64400,0.824876091574227,20
"2020","Solent","LSIP",766500,610200,584800,509500,73200,25400,156400,0.762948467058056,20
"2020","South East Midlands","LSIP",1052300,872600,847900,734600,110700,24700,180000,0.805758814026418,20
"2020","South Yorkshire","LSIP",881000,670400,640100,566800,72200,30400,210600,0.726560726447219,20
"2020","Stoke-on-Trent and Staffordshire","LSIP",682700,547100,529400,464900,63400,13900,135600,0.775450417460085,20
"2020","Swindon and Wiltshire","LSIP",431400,347700,340100,288500,50800,7600,83700,0.788363467779323,20
"2020","Tees Valley","LSIP",408600,302600,283800,252000,31200,18700,105900,0.694566813509545,20
"2020","Thames Valley Berkshire","LSIP",571900,471500,458200,394900,62300,13300,100400,0.801189019059276,20
"2020","The Marches","LSIP",401100,327300,313900,259100,53800,13400,73900,0.782597855896285,20
"2020","West Midlands and Warwickshire","LSIP",2181900,1666100,1565400,1357100,206800,99200,515700,0.717448095696411,20
"2020","West of England and North Somerset","LSIP",741000,607200,583400,502200,79100,23800,133700,0.787314439946019,20
"2020","West Yorkshire","LSIP",1451900,1107400,1062500,922500,138200,45200,344500,0.731799710723879,20
"2020","Worcestershire","LSIP",348700,282500,274800,234000,39300,6100,66100,0.788069974189848,20
"2020","York and North Yorkshire","LSIP",485700,384200,377600,326100,50300,5600,101400,0.777434630430307,20
"2021","Brighton and Hove, East Sussex, West Sussex","LSIP",1030300,831900,792700,672000,117700,36700,198400,0.769387557022226,21
"2021","Buckinghamshire ","LSIP",328400,262500,251700,211200,39700,10800,65800,0.766443361753959,21
"2021","Cambridgeshire and Peterborough","LSIP",525700,423200,409600,370100,39500,12600,102400,0.779151607380635,21
"2021","Cheshire and Warrington","LSIP",555500,446000,428600,375200,51800,17500,109500,0.771557155715572,21
"2021","Cornwall and the Isles of Scilly","LSIP",325300,252000,240000,194900,45000,12000,73300,0.737780510298186,21
"2021","Cumbria","LSIP",285900,222900,212500,179600,32600,9100,63000,0.743266876530255,21
"2021","Derbyshire and Nottinghamshire","LSIP",1365100,1069600,1009800,900900,107300,55800,295300,0.73972602739726,21
"2021","Dorset","LSIP",890500,726800,700300,600800,95900,24100,163800,0.786412128017967,21
"2021","Enterprise M3 LEP (including all of Surrey)","LSIP",725500,597000,575600,492000,78800,16100,128800,0.793383873190903,21
"2021","Essex, Southend-on-Sea and Thurrock","LSIP",1120100,892700,853000,729800,119800,33900,227800,0.761539148290331,21
"2021","Gloucestershire","LSIP",378900,305100,289400,246300,41500,14900,73800,0.763789918184217,21
"2021","Greater Lincolnshire","LSIP",657800,498000,472000,412300,55500,24200,159800,0.717543326238978,21
"2021","Greater London","LSIP",6116400,4841400,4522600,3814800,693900,319200,1275300,0.7394218821529,21
"2021","Greater Manchester","LSIP",1788200,1363200,1283600,1127400,151500,79700,425000,0.71781679901577,21
"2021","Heart of the South-West","LSIP",1011200,800600,771100,657300,112500,27800,210400,0.762559335443038,21
"2021","Hertfordshire","LSIP",747700,618400,593000,510100,81100,24200,129300,0.793098836431724,21
"2021","Hull and East Yorkshire","LSIP",360300,279600,264600,235900,28400,15000,80600,0.734388009991674,21
"2021","Kent and Medway","LSIP",1124000,906800,866100,733400,132200,33800,217000,0.770551601423488,21
"2021","Lancashire","LSIP",891600,689300,660300,583600,75400,24800,202200,0.740578734858681,21
"2021","Leicester and Leicestershire","LSIP",656700,523200,491100,437900,50400,32100,133500,0.747830059387848,21
"2021","Liverpool City Region","LSIP",962000,731800,697300,634000,61600,34600,230300,0.724844074844075,21
"2021","Norfolk and Suffolk ","LSIP",961600,771000,730000,624400,102800,39800,190700,0.759151414309484,21
"2021","North East","LSIP",712400,533700,496600,439000,56500,37100,178700,0.697080291970803,21
"2021","North of Tyne","LSIP",506200,391800,364700,329900,33800,27100,114400,0.720466218885816,21
"2021","Oxfordshire","LSIP",419600,337000,328400,288000,40500,5500,82500,0.782650142993327,21
"2021","Solent","LSIP",767200,598500,569700,503700,65200,28700,168800,0.742570385818561,21
"2021","South East Midlands","LSIP",1061900,846100,805300,699800,104500,40900,215700,0.758357660796685,21
"2021","South Yorkshire","LSIP",880900,669600,624200,555100,68000,45300,211200,0.708593483936883,21
"2021","Stoke-on-Trent and Staffordshire","LSIP",680500,541000,517700,452100,62600,23400,139500,0.760764144011756,21
"2021","Swindon and Wiltshire","LSIP",431600,351000,341000,289000,50100,10000,80600,0.790083410565338,21
"2021","Tees Valley","LSIP",407900,305300,286900,255300,30600,18200,102600,0.703358666339789,21
"2021","Thames Valley Berkshire","LSIP",571400,467300,444600,388000,55300,22700,104000,0.778088904445222,21
"2021","The Marches","LSIP",401300,315100,305200,256500,47400,9900,86200,0.76052828307999,21
"2021","West Midlands and Warwickshire","LSIP",2185300,1671300,1558000,1389800,165900,112900,513900,0.712945590994371,21
"2021","West of England and North Somerset","LSIP",744100,603300,581200,520200,59900,22100,140800,0.781077812122027,21
"2021","West Yorkshire","LSIP",1450500,1135200,1079000,959500,118800,56200,315200,0.743881420199931,21
"2021","Worcestershire","LSIP",349500,289200,278600,245800,32800,9700,60300,0.797138769670959,21
"2021","York and North Yorkshire","LSIP",483500,382400,372100,315100,54700,8600,100900,0.769596690796277,21
"2022","Brighton and Hove, East Sussex, West Sussex","LSIP",1033100,844500,815600,680900,128800,23800,188400,0.789468589681541,22
"2022","Buckinghamshire ","LSIP",330300,276600,264500,228800,34200,12100,53800,0.800787163184983,22
"2022","Cambridgeshire and Peterborough","LSIP",526400,430500,416200,367400,47900,12900,96100,0.790653495440729,22
"2022","Cheshire and Warrington","LSIP",554900,435100,421700,369600,51000,13400,119800,0.759956748963777,22
"2022","Cornwall and the Isles of Scilly","LSIP",327100,255700,249400,202800,46200,6300,71300,0.762457963925405,22
"2022","Cumbria","LSIP",285200,228800,224100,193800,28700,1200,56300,0.785764375876578,22
"2022","Derbyshire and Nottinghamshire","LSIP",1369100,1052400,1024200,904900,114900,21200,316500,0.748082682053904,22
"2022","Dorset","LSIP",892600,722000,694100,602100,90700,27200,170600,0.777615953394578,22
"2022","Enterprise M3 LEP (including all of Surrey)","LSIP",727000,593100,578500,510300,64700,7700,133900,0.795735900962861,22
"2022","Essex, Southend-on-Sea and Thurrock","LSIP",1124100,913800,885800,780300,104200,20800,210300,0.788008184325238,22
"2022","Gloucestershire","LSIP",379500,314000,303600,263900,38900,10100,65500,0.8,22
"2022","Greater Lincolnshire","LSIP",657500,503100,488100,433800,51500,10700,154500,0.742357414448669,22
"2022","Greater London","LSIP",6142700,4893000,4657700,3947900,692100,235100,1249400,0.758249629641689,22
"2022","Greater Manchester","LSIP",1792200,1356000,1287400,1144100,138900,68600,436200,0.718335007253655,22
"2022","Heart of the South-West","LSIP",1014100,799400,781000,654100,125700,14800,214900,0.770141011734543,22
"2022","Hertfordshire","LSIP",749800,604900,587200,505300,78900,14100,145100,0.783142171245666,22
"2022","Hull and East Yorkshire","LSIP",359800,281500,270300,240500,28000,11200,78300,0.751250694830461,22
"2022","Kent and Medway","LSIP",1127800,879100,850600,712300,128200,21400,248700,0.754211739670154,22
"2022","Lancashire","LSIP",891300,668100,633800,565600,66200,27900,223400,0.711096151688545,22
"2022","Leicester and Leicestershire","LSIP",658100,520500,502800,445800,54700,14700,137700,0.764017626500532,22
"2022","Liverpool City Region","LSIP",961500,745400,719300,653100,64100,26200,216100,0.748101924076963,22
"2022","Norfolk and Suffolk ","LSIP",962900,766200,744600,646200,95700,16000,196800,0.773289022743795,22
"2022","North East","LSIP",711300,533900,509000,460100,47100,24900,177600,0.715591171095178,22
"2022","North of Tyne","LSIP",507700,380700,359600,320500,36700,21100,126900,0.708292298601536,22
"2022","Oxfordshire","LSIP",417600,342100,334100,299100,34400,6600,75500,0.800047892720307,22
"2022","Solent","LSIP",766300,606600,582000,519500,59600,21700,159600,0.759493670886076,22
"2022","South East Midlands","LSIP",1065500,839900,812200,727100,83600,27600,225700,0.762271234162365,22
"2022","South Yorkshire","LSIP",882300,679000,644000,577400,63600,35100,203200,0.729910461294344,22
"2022","Stoke-on-Trent and Staffordshire","LSIP",680800,559400,539000,473300,62700,18400,121300,0.79171562867215,22
"2022","Swindon and Wiltshire","LSIP",433400,357100,343500,304800,38000,13600,76200,0.792570373788648,22
"2022","Tees Valley","LSIP",406200,298400,279400,244900,33300,19000,107700,0.687838503200394,22
"2022","Thames Valley Berkshire","LSIP",573300,470900,454100,392400,59800,16800,102400,0.792080934938078,22
"2022","The Marches","LSIP",402100,321500,308300,260100,47000,13200,80700,0.766724695349416,22
"2022","West Midlands and Warwickshire","LSIP",2194600,1654300,1556100,1404700,147300,97800,540200,0.709058598377836,22
"2022","West of England and North Somerset","LSIP",743200,618900,605400,532900,70500,13500,124400,0.814585575888052,22
"2022","West Yorkshire","LSIP",1452600,1118700,1071400,946700,123800,47300,333700,0.737574005231998,22
"2022","Worcestershire","LSIP",347500,272300,262200,231500,29300,8700,75200,0.754532374100719,22
"2022","York and North Yorkshire","LSIP",483200,395700,385800,332900,51800,9400,87400,0.798427152317881,22
