location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Rochdale,E08000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,83,327,1990,196,951,433
Rochdale,E08000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,35,143,400,48,93,81
Rochdale,E08000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,12,78,446,58,204,94
Rochdale,E08000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,36,106,1144,90,654,258
Rochdale,E08000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,86,320,2025,209,1002,408
Rochdale,E08000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,41,120,400,55,91,93
Rochdale,E08000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,96,523,75,217,110
Rochdale,E08000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,20,104,1102,79,694,205
Rochdale,E08000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,99,335,2071,181,1049,407
Rochdale,E08000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,48,117,450,57,119,109
Rochdale,E08000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,19,77,413,51,194,72
Rochdale,E08000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,32,141,1208,73,736,226
Salford,E08000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,145,378,2445,247,934,741
Salford,E08000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,59,115,421,53,75,119
Salford,E08000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,79,318,48,46,122
Salford,E08000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,63,184,1706,146,813,500
Salford,E08000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,104,365,2383,192,1112,610
Salford,E08000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,49,115,362,37,73,88
Salford,E08000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,116,663,34,302,188
Salford,E08000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,32,134,1358,121,737,334
Salford,E08000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,113,372,2048,207,886,470
Salford,E08000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,55,145,398,48,61,89
Salford,E08000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,9,73,309,60,85,82
Salford,E08000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,49,154,1341,99,740,299
Sefton,E08000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,168,375,2821,302,1349,627
Sefton,E08000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,43,98,382,89,63,89
Sefton,E08000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,29,95,488,82,169,113
Sefton,E08000014,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,96,182,1951,131,1117,425
Sefton,E08000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,141,443,2682,293,1174,631
Sefton,E08000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,54,153,507,97,91,112
Sefton,E08000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,33,127,603,101,185,157
Sefton,E08000014,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,54,163,1572,95,898,362
Sefton,E08000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,135,383,2620,223,1224,655
Sefton,E08000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,48,125,468,64,111,120
Sefton,E08000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,120,585,80,214,140
Sefton,E08000014,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,56,138,1567,79,899,395
St. Helens,E08000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,105,275,2239,271,1056,532
St. Helens,E08000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,92,314,63,52,63
St. Helens,E08000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,24,73,402,56,109,140
St. Helens,E08000013,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,37,110,1523,152,895,329
St. Helens,E08000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,76,299,2163,280,1052,456
St. Helens,E08000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,35,102,312,57,44,74
St. Helens,E08000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,16,88,430,98,103,125
St. Helens,E08000013,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,25,109,1421,125,905,257
St. Helens,E08000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,92,312,2261,252,1036,569
St. Helens,E08000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,36,109,395,69,71,110
St. Helens,E08000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,83,404,75,89,142
St. Helens,E08000013,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,41,120,1462,108,876,317
Stockport,E08000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,157,345,2657,334,1158,663
Stockport,E08000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,54,100,334,50,46,84
Stockport,E08000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,83,376,72,86,104
Stockport,E08000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,72,162,1947,212,1026,475
Stockport,E08000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,112,296,2569,338,1213,610
Stockport,E08000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,42,81,323,57,69,74
Stockport,E08000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,14,68,478,60,220,116
Stockport,E08000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,56,147,1768,221,924,420
Stockport,E08000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,104,280,2166,263,958,561
Stockport,E08000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,26,84,266,55,28,73
Stockport,E08000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,52,213,36,41,69
Stockport,E08000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,63,144,1687,172,889,419
Tameside,E08000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,115,311,2156,279,949,502
Tameside,E08000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,46,112,382,71,74,79
Tameside,E08000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,75,403,77,83,137
Tameside,E08000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,38,124,1371,131,792,286
Tameside,E08000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,106,340,2057,262,837,512
Tameside,E08000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,38,93,314,56,31,96
Tameside,E08000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,37,129,492,67,101,158
Tameside,E08000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,31,118,1251,139,705,258
Tameside,E08000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,116,366,2158,239,903,534
Tameside,E08000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,100,313,57,40,72
Tameside,E08000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,117,359,47,41,124
Tameside,E08000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,42,149,1486,135,822,338
Trafford,E08000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,106,226,2343,216,1328,467
Trafford,E08000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,34,65,250,37,52,62
Trafford,E08000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,22,57,399,70,140,110
Trafford,E08000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,50,104,1694,109,1136,295
Trafford,E08000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,95,263,2508,200,1435,515
Trafford,E08000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,29,73,284,49,60,73
Trafford,E08000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,20,79,487,47,188,153
Trafford,E08000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,46,111,1737,104,1187,289
Trafford,E08000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,126,238,2360,177,1298,521
Trafford,E08000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,34,67,286,43,58,84
Trafford,E08000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,67,350,53,77,127
Trafford,E08000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,66,104,1724,81,1163,310
Warrington,E06000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,85,247,2055,238,891,594
Warrington,E06000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,15,77,250,63,20,75
Warrington,E06000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,54,260,37,47,96
Warrington,E06000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,44,116,1545,138,824,423
Warrington,E06000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,78,299,2276,303,911,685
Warrington,E06000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,15,67,237,60,26,69
Warrington,E06000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,29,87,476,89,80,191
Warrington,E06000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,34,145,1563,154,805,425
Warrington,E06000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,87,308,2160,281,887,597
Warrington,E06000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,29,92,254,71,16,46
Warrington,E06000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,10,67,282,61,26,118
Warrington,E06000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,48,149,1624,149,845,433
Wigan,E08000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,129,385,3326,489,1618,705
Wigan,E08000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,34,113,367,96,46,78
Wigan,E08000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,87,503,98,128,162
Wigan,E08000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,67,185,2456,295,1444,465
Wigan,E08000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,123,386,3320,391,1682,738
Wigan,E08000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,137,438,77,81,99
Wigan,E08000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,118,678,106,240,186
Wigan,E08000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,51,131,2204,208,1361,453
Wigan,E08000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,103,413,3177,365,1538,759
Wigan,E08000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,144,437,93,54,103
Wigan,E08000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,19,91,475,80,119,166
Wigan,E08000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,40,178,2265,192,1365,490
Wirral,E08000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,145,337,3215,293,1810,630
Wirral,E08000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,45,98,342,59,70,70
Wirral,E08000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,20,84,408,77,136,91
Wirral,E08000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,80,155,2465,157,1604,469
Wirral,E08000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,119,420,2928,249,1515,625
Wirral,E08000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,32,129,347,45,46,95
Wirral,E08000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,22,108,410,70,89,121
Wirral,E08000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,65,183,2171,134,1380,409
Wirral,E08000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,151,459,3229,306,1639,674
Wirral,E08000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,43,150,462,86,76,107
Wirral,E08000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,19,117,476,57,155,128
Wirral,E08000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,89,192,2291,163,1408,439
Barnsley,E08000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,143,351,2271,304,915,558
Barnsley,E08000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,46,114,370,72,49,89
Barnsley,E08000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,42,115,612,107,185,163
Barnsley,E08000016,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,55,122,1289,125,681,306
Barnsley,E08000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,91,349,2163,268,855,600
Barnsley,E08000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,37,119,370,64,60,90
Barnsley,E08000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,31,130,695,94,199,241
Barnsley,E08000016,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,23,100,1098,110,596,269
Barnsley,E08000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,131,402,2510,320,1014,643
Barnsley,E08000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,55,132,457,65,91,114
Barnsley,E08000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,24,115,550,117,133,161
Barnsley,E08000016,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,52,155,1503,138,790,368
Bradford,E08000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,389,828,5093,397,2662,817
Bradford,E08000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,166,312,921,75,216,152
Bradford,E08000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,77,188,825,116,263,181
Bradford,E08000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,146,328,3347,206,2183,484
Bradford,E08000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,322,769,4791,322,2583,795
Bradford,E08000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,138,301,862,54,223,146
Bradford,E08000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,85,224,1077,110,453,205
Bradford,E08000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,99,244,2852,158,1907,444
Bradford,E08000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,290,661,4333,303,2400,679
Bradford,E08000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,128,251,757,72,178,128
Bradford,E08000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,54,167,671,74,218,158
Bradford,E08000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,108,243,2905,157,2004,393
Calderdale,E08000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,137,299,1954,193,931,394
Calderdale,E08000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,108,282,36,36,58
Calderdale,E08000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,57,257,43,86,46
Calderdale,E08000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,68,134,1415,114,809,290
Calderdale,E08000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,129,357,2003,212,879,426
Calderdale,E08000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,41,137,312,40,33,61
Calderdale,E08000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,94,366,58,92,92
Calderdale,E08000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,58,126,1325,114,754,273
Calderdale,E08000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,116,304,1841,245,835,341
Calderdale,E08000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,46,112,298,44,61,35
Calderdale,E08000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,69,297,73,65,75
Calderdale,E08000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,55,123,1246,128,709,231
Doncaster,E08000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,155,360,2445,317,966,647
Doncaster,E08000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,51,113,423,87,67,105
Doncaster,E08000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,41,97,438,65,72,163
Doncaster,E08000017,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,63,150,1584,165,827,379
Doncaster,E08000017,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,108,414,2348,279,889,658
Doncaster,E08000017,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,44,116,370,67,34,109
Doncaster,E08000017,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,40,180,661,83,102,256
Doncaster,E08000017,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,24,118,1317,129,753,293
Doncaster,E08000017,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,75,220,1721,212,833,381
Doncaster,E08000017,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,40,86,273,62,5,80
Doncaster,E08000017,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,13,52,148,31,7,45
Doncaster,E08000017,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,22,82,1300,119,821,256
East Riding of Yorkshire,E06000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,144,313,2415,271,1060,627
East Riding of Yorkshire,E06000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,35,98,329,60,34,102
East Riding of Yorkshire,E06000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,41,84,360,63,50,122
East Riding of Yorkshire,E06000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,68,131,1726,148,976,403
East Riding of Yorkshire,E06000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,121,348,2407,244,1072,622
East Riding of Yorkshire,E06000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,36,102,305,42,46,79
East Riding of Yorkshire,E06000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,34,119,491,64,98,176
East Riding of Yorkshire,E06000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,51,127,1611,138,928,367
East Riding of Yorkshire,E06000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,101,381,2451,240,1118,611
East Riding of Yorkshire,E06000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,25,112,324,42,67,78
East Riding of Yorkshire,E06000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,17,100,400,51,108,124
East Riding of Yorkshire,E06000011,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,59,169,1727,147,943,409
"Kingston upon Hull, City of",E06000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,213,658,3721,482,1425,943
"Kingston upon Hull, City of",E06000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,88,244,710,134,56,188
"Kingston upon Hull, City of",E06000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,51,185,767,132,152,247
"Kingston upon Hull, City of",E06000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,74,229,2244,216,1217,508
"Kingston upon Hull, City of",E06000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,156,615,3305,456,1293,785
"Kingston upon Hull, City of",E06000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,52,202,587,117,75,141
"Kingston upon Hull, City of",E06000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,45,228,836,149,168,246
"Kingston upon Hull, City of",E06000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,59,185,1882,190,1050,398
"Kingston upon Hull, City of",E06000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,172,576,3232,428,1321,735
"Kingston upon Hull, City of",E06000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,70,213,634,121,96,134
"Kingston upon Hull, City of",E06000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,167,592,105,118,174
"Kingston upon Hull, City of",E06000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,74,196,2006,202,1107,427
Kirklees,E08000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,261,563,4842,518,2719,781
Kirklees,E08000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,75,174,551,102,103,97
Kirklees,E08000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,43,115,613,142,150,163
Kirklees,E08000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,143,274,3678,274,2466,521
Kirklees,E08000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,210,563,4491,432,2467,819
Kirklees,E08000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,73,167,533,77,108,108
Kirklees,E08000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,37,170,944,169,328,240
