location,location_code,geographic_level,time_period,data_type,institution_group,level_methodology,cohort_level_group,characteristic,all_unknown,all_notsust,cohort,appren,education,all_work
Hertfordshire,E10000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,185,416,1541,201,280,459
Hertfordshire,E10000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,110,277,1702,229,496,590
Hertfordshire,E10000015,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,343,642,9933,533,6048,2367
Hertfordshire,E10000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,652,1411,13145,976,6662,3444
Hertfordshire,E10000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,179,407,1313,169,163,395
Hertfordshire,E10000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,162,371,2244,316,604,791
Hertfordshire,E10000015,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,311,633,9588,491,5895,2258
Hertfordshire,E10000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,644,1542,13596,948,6898,3564
Hertfordshire,E10000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,185,453,1559,188,311,422
Hertfordshire,E10000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,125,333,1745,233,395,659
Hertfordshire,E10000015,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,334,756,10292,527,6192,2483
Luton,E06000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,136,231,2180,158,1258,397
Luton,E06000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,61,71,307,33,82,60
Luton,E06000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,18,48,261,27,90,78
Luton,E06000032,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,57,112,1612,98,1086,259
Luton,E06000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,113,247,2131,129,1232,410
Luton,E06000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,54,96,352,31,94,77
Luton,E06000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,10,42,402,28,247,75
Luton,E06000032,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,49,109,1377,70,891,258
Luton,E06000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,118,262,2117,100,1231,406
Luton,E06000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,45,87,299,25,73,69
Luton,E06000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,26,50,389,18,233,62
Luton,E06000032,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,47,125,1429,57,925,275
Norfolk,E10000020,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,527,1306,8551,852,3006,2860
Norfolk,E10000020,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,175,465,1439,172,225,402
Norfolk,E10000020,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,129,313,1627,259,238,688
Norfolk,E10000020,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,223,528,5485,421,2543,1770
Norfolk,E10000020,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,454,1280,8048,839,2732,2743
Norfolk,E10000020,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,142,431,1193,160,113,347
Norfolk,E10000020,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,131,395,1941,302,265,848
Norfolk,E10000020,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,181,454,4914,377,2354,1548
Norfolk,E10000020,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,435,1299,7935,753,2848,2600
Norfolk,E10000020,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,133,416,1329,163,224,393
Norfolk,E10000020,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,103,337,1586,257,229,660
Norfolk,E10000020,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,199,546,5020,333,2395,1547
Peterborough,E06000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,180,329,2660,218,1164,769
Peterborough,E06000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,81,149,601,64,120,187
Peterborough,E06000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,37,76,540,52,205,170
Peterborough,E06000031,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,62,104,1519,102,839,412
Peterborough,E06000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,172,396,2499,227,1004,700
Peterborough,E06000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,77,190,625,70,85,203
Peterborough,E06000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,35,98,478,61,93,191
Peterborough,E06000031,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,60,108,1396,96,826,306
Peterborough,E06000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,148,377,2695,215,1198,757
Peterborough,E06000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,84,162,650,84,134,186
Peterborough,E06000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,24,103,519,57,146,189
Peterborough,E06000031,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,40,112,1526,74,918,382
Southend-on-Sea,E06000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,281,569,3643,334,1251,1208
Southend-on-Sea,E06000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,108,192,600,72,41,187
Southend-on-Sea,E06000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,45,120,503,73,57,208
Southend-on-Sea,E06000033,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,128,257,2540,189,1153,813
Southend-on-Sea,E06000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,195,445,2807,244,1132,791
Southend-on-Sea,E06000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,73,142,491,70,54,152
Southend-on-Sea,E06000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,58,142,666,55,149,262
Southend-on-Sea,E06000033,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,64,161,1650,119,929,377
Southend-on-Sea,E06000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,239,547,3261,271,1195,1009
Southend-on-Sea,E06000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,98,180,577,67,42,190
Southend-on-Sea,E06000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,56,151,567,67,75,218
Southend-on-Sea,E06000033,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,85,216,2117,137,1078,601
Suffolk,E10000029,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,311,698,6475,687,2806,1973
Suffolk,E10000029,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,98,238,908,134,177,261
Suffolk,E10000029,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,65,152,1115,190,302,406
Suffolk,E10000029,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,148,308,4452,363,2327,1306
Suffolk,E10000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,304,866,6579,704,2754,1951
Suffolk,E10000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,71,293,955,131,170,290
Suffolk,E10000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,84,231,1532,222,500,495
Suffolk,E10000029,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,149,342,4092,351,2084,1166
Suffolk,E10000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,272,917,6675,702,2784,2000
Suffolk,E10000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,86,312,1105,133,272,302
Suffolk,E10000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,56,224,1230,176,339,435
Suffolk,E10000029,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,130,381,4340,393,2173,1263
Thurrock,E06000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,38,102,1197,133,586,338
Thurrock,E06000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,6,14,62,22,0,20
Thurrock,E06000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,1,8,40,11,1,19
Thurrock,E06000034,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,31,80,1095,100,585,299
Thurrock,E06000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,23,48,384,47,172,94
Thurrock,E06000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,11,8,50,14,6,11
Thurrock,E06000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,6,12,41,6,6,11
Thurrock,E06000034,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,6,28,293,27,160,72
Thurrock,E06000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,15,46,387,39,170,117
Thurrock,E06000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,5,16,58,11,3,23
Thurrock,E06000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,1,5,19,4,0,9
Thurrock,E06000034,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,9,25,310,24,167,85
Barking and Dagenham,E09000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,253,404,2496,222,1104,513
Barking and Dagenham,E09000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,132,181,674,70,159,132
Barking and Dagenham,E09000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,40,83,482,70,168,121
Barking and Dagenham,E09000002,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,81,140,1340,82,777,260
Barking and Dagenham,E09000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,184,381,2410,188,1218,439
Barking and Dagenham,E09000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,94,180,668,73,183,138
Barking and Dagenham,E09000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,72,445,43,178,124
Barking and Dagenham,E09000002,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,62,129,1297,72,857,177
Barking and Dagenham,E09000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,193,404,2513,160,1320,436
Barking and Dagenham,E09000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,91,191,656,53,201,120
Barking and Dagenham,E09000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,25,73,371,42,151,80
Barking and Dagenham,E09000002,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,77,140,1486,65,968,236
Barnet,E09000003,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,410,437,4363,140,2757,619
Barnet,E09000003,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,100,113,437,29,120,75
Barnet,E09000003,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,51,67,438,33,209,78
Barnet,E09000003,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,259,257,3488,78,2428,466
Barnet,E09000003,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,365,464,4256,110,2737,580
Barnet,E09000003,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,78,123,429,28,128,72
Barnet,E09000003,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,51,94,577,35,299,98
Barnet,E09000003,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,236,247,3250,47,2310,410
Barnet,E09000003,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,383,478,4190,84,2679,566
Barnet,E09000003,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,106,133,490,22,154,75
Barnet,E09000003,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,76,277,18,99,54
Barnet,E09000003,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,247,269,3423,44,2426,437
Bexley,E09000004,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,102,187,1826,162,1063,312
Bexley,E09000004,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,27,54,146,33,0,32
Bexley,E09000004,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,16,31,103,25,3,28
Bexley,E09000004,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,59,102,1577,104,1060,252
Bexley,E09000004,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,109,145,1807,192,1027,334
Bexley,E09000004,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,28,39,142,40,5,30
Bexley,E09000004,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,15,12,95,32,11,25
Bexley,E09000004,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,66,94,1570,120,1011,279
Bexley,E09000004,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,57,125,1730,155,989,404
Bexley,E09000004,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,4,14,76,29,9,20
Bexley,E09000004,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,4,13,68,16,14,21
Bexley,E09000004,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,49,98,1586,110,966,363
Brent,E09000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,161,205,2129,86,1428,249
Brent,E09000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,54,77,344,32,112,69
Brent,E09000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,36,32,252,17,114,53
Brent,E09000005,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,71,96,1533,37,1202,127
Brent,E09000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,143,168,1643,52,1083,197
Brent,E09000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,38,60,144,12,10,24
Brent,E09000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,20,135,18,37,32
Brent,E09000005,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,77,88,1364,22,1036,141
Brent,E09000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,121,133,1651,61,1176,160
Brent,E09000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,32,26,107,13,20,16
Brent,E09000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,17,23,106,9,44,13
Brent,E09000005,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,72,84,1438,39,1112,131
Bromley,E09000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,284,521,3989,329,1915,940
Bromley,E09000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,122,182,618,86,88,140
Bromley,E09000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,49,76,368,70,58,115
Bromley,E09000006,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,113,263,3003,173,1769,685
Bromley,E09000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,352,681,4604,392,1991,1188
Bromley,E09000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,140,276,850,90,132,212
Bromley,E09000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,79,155,767,116,164,253
Bromley,E09000006,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,133,250,2987,186,1695,723
Bromley,E09000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,368,703,4708,389,2143,1105
Bromley,E09000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,155,296,994,115,194,234
Bromley,E09000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,71,121,535,86,98,159
Bromley,E09000006,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,142,286,3179,188,1851,712
Camden,E09000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,303,400,3599,136,2113,647
Camden,E09000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,109,101,512,23,178,101
Camden,E09000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,50,323,47,85,111
Camden,E09000007,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,164,249,2764,66,1850,435
Camden,E09000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,310,676,4880,162,2844,888
Camden,E09000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,95,183,689,40,218,153
Camden,E09000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,71,150,906,35,502,148
Camden,E09000007,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,144,343,3285,87,2124,587
Camden,E09000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,354,708,4777,153,2699,863
Camden,E09000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,131,249,808,44,214,170
Camden,E09000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,58,129,586,36,240,123
Camden,E09000007,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,165,330,3383,73,2245,570
Croydon,E09000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,269,439,3551,172,1961,710
Croydon,E09000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,123,116,474,34,91,110
Croydon,E09000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,28,74,335,31,127,75
Croydon,E09000008,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,118,249,2742,107,1743,525
Croydon,E09000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,275,521,3715,173,1965,781
Croydon,E09000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,87,157,478,39,86,109
Croydon,E09000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,44,104,481,34,169,130
Croydon,E09000008,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,144,260,2756,100,1710,542
Croydon,E09000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,210,499,3262,95,1803,655
Croydon,E09000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,67,196,554,28,142,121
Croydon,E09000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,79,321,16,131,72
Croydon,E09000008,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,120,224,2387,51,1530,462
Ealing,E09000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,91,160,1735,55,1235,194
Ealing,E09000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,11,6,27,3,1,6
Ealing,E09000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,9,11,51,5,23,3
Ealing,E09000009,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,71,143,1657,47,1211,185
Ealing,E09000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,79,136,1749,68,1277,189
Ealing,E09000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,2,6,19,3,2,6
Ealing,E09000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,5,11,66,12,25,13
Ealing,E09000009,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,72,119,1664,53,1250,170
Ealing,E09000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,101,123,1759,36,1267,232
Ealing,E09000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,6,10,39,3,11,9
Ealing,E09000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,14,10,71,10,28,9
Ealing,E09000009,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,81,103,1649,23,1228,214
Enfield,E09000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,128,210,2028,90,1308,292
Enfield,E09000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,31,39,139,14,23,32
Enfield,E09000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,23,46,212,25,66,52
Enfield,E09000010,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,74,125,1677,51,1219,208
Enfield,E09000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,128,222,2186,63,1478,295
Enfield,E09000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,18,45,114,10,24,17
Enfield,E09000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,36,53,257,12,107,49
Enfield,E09000010,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,74,124,1815,41,1347,229
Enfield,E09000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,131,191,2113,76,1407,308
Enfield,E09000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,39,51,201,12,50,49
Enfield,E09000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,30,35,211,12,86,48
Enfield,E09000010,localAuthority,201920,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,62,105,1701,52,1271,211
Greenwich,E09000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,137,240,1644,104,917,246
Greenwich,E09000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,52,86,248,21,52,37
Greenwich,E09000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,22,46,197,22,62,45
Greenwich,E09000011,localAuthority,201718,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,63,108,1199,61,803,164
Greenwich,E09000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Total,Total,115,243,1653,90,881,324
Greenwich,E09000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,All other qualifications,Total,37,75,217,16,40,49
Greenwich,E09000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 2,Total,17,54,241,27,68,75
Greenwich,E09000011,localAuthority,201819,Number of pupils,State-funded mainstream schools & colleges,Local education authority area,Level 3,Total,61,114,1195,47,773,200
