"time_period","area","geographic_level","Total Completed Key Stage 4","Cohort Group","Unknown","Not Recorded as a Sustained Destination","Sustained Apprenticeships","Sustained Education","Sustained Employment"
201718,"South Gloucestershire","LADU","3102","Total","135","332","402","1224","1009"
201718,"South Gloucestershire","LADU","450","All other qualifications","47","97","84","67","155"
201718,"South Gloucestershire","LADU","558","Level 2","33","84","97","129","215"
201718,"South Gloucestershire","LADU","2094","Level 3","55","151","221","1028","639"
201819,"South Gloucestershire","LADU","3102","Total","185","362","372","1203","980"
201819,"South Gloucestershire","LADU","486","All other qualifications","45","130","63","94","154"
201819,"South Gloucestershire","LADU","689","Level 2","40","96","106","201","246"
201819,"South Gloucestershire","LADU","1927","Level 3","100","136","203","908","580"
201920,"South Gloucestershire","LADU","2824","Total","153","357","316","1064","934"
201920,"South Gloucestershire","LADU","489","All other qualifications","41","124","80","89","155"
201920,"South Gloucestershire","LADU","554","Level 2","40","99","83","131","201"
201920,"South Gloucestershire","LADU","1781","Level 3","72","134","153","844","578"
201718,"Swindon","LADU","2838","Total","174","370","327","918","1049"
201718,"Swindon","LADU","655","All other qualifications","79","169","80","92","235"
201718,"Swindon","LADU","559","Level 2","25","82","96","127","229"
201718,"Swindon","LADU","1624","Level 3","70","119","151","699","585"
201819,"Swindon","LADU","2652","Total","109","390","346","884","923"
201819,"Swindon","LADU","639","All other qualifications","46","170","111","100","212"
201819,"Swindon","LADU","600","Level 2","26","78","109","139","248"
201819,"Swindon","LADU","1413","Level 3","37","142","126","645","463"
201920,"Swindon","LADU","2430","Total","114","376","244","862","834"
201920,"Swindon","LADU","525","All other qualifications","59","141","69","72","184"
201920,"Swindon","LADU","546","Level 2","16","109","73","157","191"
201920,"Swindon","LADU","1359","Level 3","39","126","102","633","459"
201718,"Torbay","LADU","1982","Total","124","336","166","747","609"
201718,"Torbay","LADU","397","All other qualifications","40","133","45","75","104"
201718,"Torbay","LADU","459","Level 2","24","81","63","117","174"
201718,"Torbay","LADU","1126","Level 3","60","122","58","555","331"
201819,"Torbay","LADU","1878","Total","99","279","180","765","555"
201819,"Torbay","LADU","314","All other qualifications","25","98","50","50","91"
201819,"Torbay","LADU","501","Level 2","22","85","78","158","158"
201819,"Torbay","LADU","1063","Level 3","52","96","52","557","306"
201920,"Torbay","LADU","1587","Total","109","276","152","625","425"
201920,"Torbay","LADU","308","All other qualifications","22","109","44","43","90"
201920,"Torbay","LADU","341","Level 2","22","77","54","72","116"
201920,"Torbay","LADU","938","Level 3","65","90","54","510","219"
201718,"Wiltshire","LADU","3925","Total","169","433","328","1722","1273"
201718,"Wiltshire","LADU","547","All other qualifications","68","130","67","87","195"
201718,"Wiltshire","LADU","563","Level 2","30","68","88","140","237"
201718,"Wiltshire","LADU","2815","Level 3","71","235","173","1495","841"
201819,"Wiltshire","LADU","3749","Total","153","420","308","1614","1254"
201819,"Wiltshire","LADU","535","All other qualifications","47","139","67","102","180"
201819,"Wiltshire","LADU","664","Level 2","39","95","99","189","242"
201819,"Wiltshire","LADU","2550","Level 3","67","186","142","1323","832"
201920,"Wiltshire","LADU","3756","Total","187","457","242","1642","1228"
201920,"Wiltshire","LADU","602","All other qualifications","63","146","66","117","210"
201920,"Wiltshire","LADU","546","Level 2","36","95","60","134","221"
201920,"Wiltshire","LADU","2608","Level 3","88","216","116","1391","797"
201718,"Black Country","LEP","2090","All other qualifications","296","605","345","419","425"
201718,"Black Country","LEP","2079","Level 2","151","418","373","563","574"
201718,"Black Country","LEP","8549","Level 3","380","787","674","5206","1502"
201718,"Black Country","LEP","12718","Total","827","1810","1392","6188","2501"
201819,"Black Country","LEP","2038","All other qualifications","300","654","280","418","386"
201819,"Black Country","LEP","3047","Level 2","200","628","406","992","821"
201819,"Black Country","LEP","8202","Level 3","302","756","717","5124","1303"
201819,"Black Country","LEP","13287","Total","802","2038","1403","6534","2510"
201920,"Black Country","LEP","2299","All other qualifications","351","717","246","538","447"
201920,"Black Country","LEP","2352","Level 2","123","537","350","815","527"
201920,"Black Country","LEP","9022","Level 3","330","939","596","5643","1514"
201920,"Black Country","LEP","13673","Total","804","2193","1192","6996","2488"
201718,"Cheshire and Warrington","LEP","1127","All other qualifications","107","312","214","173","321"
201718,"Cheshire and Warrington","LEP","1262","Level 2","96","198","223","285","460"
201718,"Cheshire and Warrington","LEP","7475","Level 3","243","536","621","4126","1949"
201718,"Cheshire and Warrington","LEP","9864","Total","446","1046","1058","4584","2730"
201819,"Cheshire and Warrington","LEP","1003","All other qualifications","95","276","201","136","295"
201819,"Cheshire and Warrington","LEP","1803","Level 2","110","309","284","431","669"
201819,"Cheshire and Warrington","LEP","6884","Level 3","192","507","624","3860","1701"
201819,"Cheshire and Warrington","LEP","9690","Total","397","1092","1109","4427","2665"
201920,"Cheshire and Warrington","LEP","1082","All other qualifications","104","322","217","152","287"
201920,"Cheshire and Warrington","LEP","1201","Level 2","69","243","196","238","455"
201920,"Cheshire and Warrington","LEP","7005","Level 3","237","521","550","3884","1813"
201920,"Cheshire and Warrington","LEP","9288","Total","410","1086","963","4274","2555"
201718,"Coast to Capital","LEP","341","All other qualifications","53","104","37","67","80"
201718,"Coast to Capital","LEP","436","Level 2","52","83","63","115","123"
201718,"Coast to Capital","LEP","2461","Level 3","153","279","79","1229","721"
201718,"Coast to Capital","LEP","3238","Total","258","466","179","1411","924"
201819,"Coast to Capital","LEP","221","All other qualifications","43","69","28","26","55"
201819,"Coast to Capital","LEP","270","Level 2","26","46","33","82","83"
201819,"Coast to Capital","LEP","2264","Level 3","135","220","69","1126","714"
201819,"Coast to Capital","LEP","2755","Total","204","335","130","1234","852"
201920,"Coast to Capital","LEP","217","All other qualifications","29","64","27","43","54"
201920,"Coast to Capital","LEP","214","Level 2","21","56","24","60","53"
201920,"Coast to Capital","LEP","2362","Level 3","149","252","42","1146","773"
201920,"Coast to Capital","LEP","2793","Total","199","372","93","1249","880"
201718,"Cornwall and Isles of Scilly","LEP","864","All other qualifications","77","259","109","174","245"
201718,"Cornwall and Isles of Scilly","LEP","1214","Level 2","84","209","197","320","404"
201718,"Cornwall and Isles of Scilly","LEP","3721","Level 3","141","441","209","1820","1110"
201718,"Cornwall and Isles of Scilly","LEP","5799","Total","302","909","515","2314","1759"
201819,"Cornwall and Isles of Scilly","LEP","769","All other qualifications","79","258","87","156","189"
201819,"Cornwall and Isles of Scilly","LEP","1289","Level 2","70","245","231","294","449"
201819,"Cornwall and Isles of Scilly","LEP","3353","Level 3","122","375","188","1680","988"
201819,"Cornwall and Isles of Scilly","LEP","5411","Total","271","878","506","2130","1626"
201920,"Cornwall and Isles of Scilly","LEP","781","All other qualifications","90","255","98","109","229"
201920,"Cornwall and Isles of Scilly","LEP","965","Level 2","53","226","171","154","361"
201920,"Cornwall and Isles of Scilly","LEP","3666","Level 3","152","453","213","1693","1155"
201920,"Cornwall and Isles of Scilly","LEP","5412","Total","295","934","482","1956","1745"
201718,"Coventry and Warwickshire","LEP","615","All other qualifications","95","171","82","114","153"
201718,"Coventry and Warwickshire","LEP","482","Level 2","36","79","82","161","124"
201718,"Coventry and Warwickshire","LEP","2078","Level 3","62","171","179","1280","386"
201718,"Coventry and Warwickshire","LEP","3175","Total","193","421","343","1555","663"
201819,"Coventry and Warwickshire","LEP","633","All other qualifications","78","180","81","146","148"
201819,"Coventry and Warwickshire","LEP","581","Level 2","40","98","77","194","172"
201819,"Coventry and Warwickshire","LEP","1979","Level 3","54","165","173","1190","397"
201819,"Coventry and Warwickshire","LEP","3193","Total","172","443","331","1530","717"
201920,"Coventry and Warwickshire","LEP","632","All other qualifications","78","173","57","159","165"
201920,"Coventry and Warwickshire","LEP","432","Level 2","31","86","51","143","121"
201920,"Coventry and Warwickshire","LEP","1940","Level 3","50","135","144","1259","352"
201920,"Coventry and Warwickshire","LEP","3004","Total","159","394","252","1561","638"
201718,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","1214","All other qualifications","147","349","173","216","329"
201718,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","1367","Level 2","95","272","231","326","443"
201718,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","4112","Level 3","160","342","392","2296","922"
201718,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","6693","Total","402","963","796","2838","1694"
201819,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","1564","All other qualifications","157","416","216","381","394"
201819,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","1934","Level 2","115","354","346","445","674"
201819,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","3931","Level 3","150","350","306","2226","899"
201819,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","7429","Total","422","1120","868","3052","1967"
201920,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","1789","All other qualifications","167","528","201","458","435"
201920,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","2008","Level 2","99","414","276","658","561"
201920,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","4582","Level 3","169","391","344","2608","1070"
201920,"Derby, Derbyshire, Nottingham and Nottinghamshire","LEP","8379","Total","435","1333","821","3724","2066"
201718,"Dorset","LEP","595","All other qualifications","71","168","110","58","188"
201718,"Dorset","LEP","630","Level 2","55","88","167","54","266"
201718,"Dorset","LEP","2261","Level 3","130","213","136","1133","649"
201718,"Dorset","LEP","3486","Total","256","469","413","1245","1103"
201819,"Dorset","LEP","591","All other qualifications","68","166","66","101","190"
201819,"Dorset","LEP","750","Level 2","38","139","146","142","285"
201819,"Dorset","LEP","1979","Level 3","127","194","97","1004","557"
201819,"Dorset","LEP","3320","Total","233","499","309","1247","1032"
201920,"Dorset","LEP","908","All other qualifications","107","241","113","182","265"
201920,"Dorset","LEP","1035","Level 2","60","191","187","222","375"
201920,"Dorset","LEP","4660","Level 3","252","446","286","2295","1381"
201920,"Dorset","LEP","6603","Total","419","878","586","2699","2021"
201718,"Greater Birmingham and Solihull","LEP","2279","All other qualifications","394","703","264","394","524"
201718,"Greater Birmingham and Solihull","LEP","2154","Level 2","227","451","264","674","538"
201718,"Greater Birmingham and Solihull","LEP","11438","Level 3","575","1080","634","7116","2033"
201718,"Greater Birmingham and Solihull","LEP","15871","Total","1196","2234","1162","8184","3095"
201819,"Greater Birmingham and Solihull","LEP","2246","All other qualifications","339","773","259","397","478"
201819,"Greater Birmingham and Solihull","LEP","2662","Level 2","207","579","302","907","667"
201819,"Greater Birmingham and Solihull","LEP","10167","Level 3","441","1009","601","6482","1634"
201819,"Greater Birmingham and Solihull","LEP","15075","Total","987","2361","1162","7786","2779"
201920,"Greater Birmingham and Solihull","LEP","2339","All other qualifications","375","795","234","452","483"
201920,"Greater Birmingham and Solihull","LEP","2382","Level 2","155","576","244","819","588"
201920,"Greater Birmingham and Solihull","LEP","11053","Level 3","437","1056","525","7098","1937"
201920,"Greater Birmingham and Solihull","LEP","15774","Total","967","2427","1003","8369","3008"
201718,"Greater Cambridge and Greater Peterborough","LEP","601","All other qualifications","81","149","64","120","187"
201718,"Greater Cambridge and Greater Peterborough","LEP","540","Level 2","37","76","52","205","170"
201718,"Greater Cambridge and Greater Peterborough","LEP","1519","Level 3","62","104","102","839","412"
201718,"Greater Cambridge and Greater Peterborough","LEP","2660","Total","180","329","218","1164","769"
201819,"Greater Cambridge and Greater Peterborough","LEP","625","All other qualifications","77","190","70","85","203"
201819,"Greater Cambridge and Greater Peterborough","LEP","478","Level 2","35","98","61","93","191"
201819,"Greater Cambridge and Greater Peterborough","LEP","1396","Level 3","60","108","96","826","306"
201819,"Greater Cambridge and Greater Peterborough","LEP","2499","Total","172","396","227","1004","700"
201920,"Greater Cambridge and Greater Peterborough","LEP","650","All other qualifications","84","162","84","134","186"
