"geographic_level","area","time_period","vacancies","jobpc","Year"
"MCA","South Yorkshire","Oct 20",17755,0.0164612296552459,20
"MCA","South Yorkshire","Oct 21",50400,0.0220472440944882,21
"MCA","South Yorkshire","Oct 22",22295,0.0152301255230126,22
"MCA","Tees Valley","Oct 18",6170,0.00471635014122296,18
"MCA","Tees Valley","Oct 19",5130,0.00466654234682507,19
"MCA","Tees Valley","Oct 20",7355,0.00681905627228014,20
"MCA","Tees Valley","Oct 21",15220,0.00665791776027997,21
"MCA","Tees Valley","Oct 22",9590,0.00655110579796772,22
"MCA","West Midlands","Oct 18",66805,0.0510657651838574,18
"MCA","West Midlands","Oct 19",54215,0.0493170747238053,19
"MCA","West Midlands","Oct 20",47470,0.0440109587009026,20
"MCA","West Midlands","Oct 21",108370,0.047405949256343,21
"MCA","West Midlands","Oct 22",76645,0.0523576125010674,22
"MCA","West of England","Oct 18",38475,0.0294103033522777,18
"MCA","West of England","Oct 19",34960,0.0318016219191042,19
"MCA","West of England","Oct 20",29220,0.0270907986779097,20
"MCA","West of England","Oct 21",59845,0.026178915135608,21
"MCA","West of England","Oct 22",45450,0.0310477329006917,22
"MCA","West Yorkshire","Oct 18",43555,0.0332934571152295,18
"MCA","West Yorkshire","Oct 19",36705,0.0333889740429267,19
"MCA","West Yorkshire","Oct 20",36005,0.0333813896782388,20
"MCA","West Yorkshire","Oct 21",76410,0.0334251968503937,21
"MCA","West Yorkshire","Oct 22",50305,0.034364272905815,22
