"subgroup","metric","breakdown","geogConcat","chartPeriod","value","timePeriod","latest","valueText"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,-0.413516472723627,2035-01-01,1,"-0.4135164727236269"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,0.688394634972815,2035-01-01,1,"0.6883946349728145"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,1.85822975950646,2035-01-01,1,"1.8582297595064645"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,-0.342090159967776,2035-01-01,1,"-0.3420901599677757"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,-0.0598412615023197,2035-01-01,1,"-5.9841261502319693E-2"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,-0.770698882783122,2035-01-01,1,"-0.77069888278312249"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,1.06688051298289,2035-01-01,1,"1.0668805129828867"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,0.015509509369787,2035-01-01,1,"1.5509509369787011E-2"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,0.0301602745984635,2035-01-01,1,"3.0160274598463488E-2"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,3.36103001202633,2035-01-01,1,"3.3610300120263319"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Buckinghamshire LSIP",2035,-4.29644142528948,2035-01-01,1,"-4.2964414252894798"
"All occupations","wfReplacement","Total","Buckinghamshire LSIP",2035,16.1279999999996,2035-01-01,1,"16.127999999999645"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,-3.69026005367361,2035-01-01,1,"-3.6902600536736117"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,-1.17527544702654,2035-01-01,1,"-1.175275447026543"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,1.09905783332711,2035-01-01,1,"1.0990578333271088"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,4.77198401196753,2035-01-01,1,"4.7719840119675325"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,0.74280900416376,2035-01-01,1,"0.74280900416376028"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,-9.00711240402931,2035-01-01,1,"-9.0071124040293142"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,14.3958244994145,2035-01-01,1,"14.395824499414488"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,31.161897137441,2035-01-01,1,"31.161897137441031"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Coast to Capital LEP",2035,3.15707541841481,2035-01-01,1,"3.1570754184148058"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-2.00811089494727,2035-01-01,1,"-2.008110894947265"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,5.16518631336207,2035-01-01,1,"5.1651863133620708"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,21.4010004434716,2035-01-01,1,"21.40100044347156"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-0.0876172879181283,2035-01-01,1,"-8.7617287918128284E-2"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,1.11077117076029,2035-01-01,1,"1.1107711707602945"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,8.7377428111273,2035-01-01,1,"8.7377428111273048"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,0.141088612623573,2035-01-01,1,"0.14108861262357308"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,11.9986760428447,2035-01-01,1,"11.998676042844664"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-0.803845686066312,2035-01-01,1,"-0.80384568606631213"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-0.396927711468635,2035-01-01,1,"-0.39692771146863493"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,3.45683324148118,2035-01-01,1,"3.4568332414811778"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-3.1484268496671,2035-01-01,1,"-3.1484268496671035"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-5.85868555436221,2035-01-01,1,"-5.8586855543622125"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,1.13922860962125,2035-01-01,1,"1.1392286096212461"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-0.648918539490367,2035-01-01,1,"-0.64891853949036715"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-1.98916725827789,2035-01-01,1,"-1.9891672582778881"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,2.24166619231077,2035-01-01,1,"2.2416661923107668"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,6.21431688920619,2035-01-01,1,"6.214316889206188"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-1.25344000926713,2035-01-01,1,"-1.2534400092671305"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-0.18889286797152,2035-01-01,1,"-0.18889286797151983"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-1.83896025122039,2035-01-01,1,"-1.8389602512203922"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,2.9380180845475,2035-01-01,1,"2.9380180845475028"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,0.131285837303778,2035-01-01,1,"0.13128583730377841"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-1.30656128433032,2035-01-01,1,"-1.3065612843303178"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,8.86993816724114,2035-01-01,1,"8.8699381672411359"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Coast to Capital LEP",2035,-12.5601982209147,2035-01-01,1,"-12.560198220914742"
"All occupations","wfReplacement","Total","Coast to Capital LEP",2035,41.4559999999992,2035-01-01,1,"41.455999999999221"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,3.06347162476435,2035-01-01,1,"3.0634716247643539"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,-0.323876597782792,2035-01-01,1,"-0.32387659778279243"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,2.37240147044513,2035-01-01,1,"2.3724014704451264"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,7.51589408073892,2035-01-01,1,"7.5158940807389243"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,-2.40816010241326,2035-01-01,1,"-2.4081601024132553"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,0.702145191387672,2035-01-01,1,"0.70214519138767173"
"Associate professional occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,11.5459134685736,2035-01-01,1,"11.545913468573644"
"Professional occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,26.1048657966618,2035-01-01,1,"26.104865796661812"
"Managers, directors and senior officials","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LEP",2035,2.80134506762499,2035-01-01,1,"2.801345067624986"
"Corporate managers and directors","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.530032286962289,2035-01-01,1,"-0.53003228696228888"
"Other managers and proprietors","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,3.33137735458727,2035-01-01,1,"3.3313773545872749"
"Science, research, engineering and technology professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,13.1641446347788,2035-01-01,1,"13.164144634778765"
"Health professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,2.98514802488332,2035-01-01,1,"2.9851480248833155"
"Teaching and other educational professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,4.21333191313964,2035-01-01,1,"4.2133319131396441"
"Business, media and public service professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,5.7422412238601,2035-01-01,1,"5.7422412238600984"
"Science, engineering and technology associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,0.289005929369662,2035-01-01,1,"0.28900592936966163"
"Health and social care associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,10.1014686453442,2035-01-01,1,"10.101468645344211"
"Protective service occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.643616203588603,2035-01-01,1,"-0.64361620358860305"
"Culture, media and sports occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.228265968079366,2035-01-01,1,"-0.22826596807936639"
"Business and public service associate professionals","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,2.02732106552774,2035-01-01,1,"2.0273210655277438"
"Administrative occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,4.56855858452984,2035-01-01,1,"4.5685585845298391"
"Secretarial and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-3.86641339314216,2035-01-01,1,"-3.8664133931421629"
"Skilled agricultural and related trades","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,0.413827569090771,2035-01-01,1,"0.41382756909077134"
"Skilled metal, electrical and electronic trades","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-2.07481503109597,2035-01-01,1,"-2.0748150310959694"
"Skilled construction and building trades","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-1.66104645612827,2035-01-01,1,"-1.6610464561282683"
"Textiles, printing and other skilled trades","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,0.913873815720207,2035-01-01,1,"0.91387381572020665"
"Caring personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,8.533100416434,2035-01-01,1,"8.5331004164339959"
"Leisure, travel and related personal service occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.904130697096111,2035-01-01,1,"-0.90413069709611094"
"Community and civil enforcement occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.113075638598967,2035-01-01,1,"-0.11307563859896713"
"Sales occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-1.14928980154038,2035-01-01,1,"-1.1492898015403838"
"Customer service occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,3.52169127198551,2035-01-01,1,"3.5216912719855138"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-0.788036234693459,2035-01-01,1,"-0.78803623469345929"
"Transport and mobile machine drivers and operatives","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,0.464159636910665,2035-01-01,1,"0.46415963691066509"
"Elementary trades and related occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,8.21363514723235,2035-01-01,1,"8.2136351472323508"
"Elementary administration and service occupations","wfReplacement","Occupation (SOC2020 submajor)","Cheshire and Warrington LEP",2035,-5.15016352246799,2035-01-01,1,"-5.1501635224679916"
"All occupations","wfReplacement","Total","Cheshire and Warrington LEP",2035,51.3740000000007,2035-01-01,1,"51.374000000000706"
"Elementary occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,3.06347162476435,2035-01-01,1,"3.0634716247643539"
"Process, plant and machine operatives","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,-0.323876597782792,2035-01-01,1,"-0.32387659778279243"
"Sales and customer service occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,2.37240147044513,2035-01-01,1,"2.3724014704451264"
"Caring, leisure and other service occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,7.51589408073892,2035-01-01,1,"7.5158940807389243"
"Skilled trades occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,-2.40816010241326,2035-01-01,1,"-2.4081601024132553"
"Administrative and secretarial occupations","wfReplacement","Occupation (SOC2020 major)","Cheshire and Warrington LSIP",2035,0.702145191387672,2035-01-01,1,"0.70214519138767173"
